id,id_type_relation,entite1,entite2,id_patron,extrait,reference
11964,0,riz,lait,3197,",. Le riz au lait d'amande",./corpus/wikipedia/Riz au lait.txt #403
11965,106,ingrédient,blanc,2395,", fait d'ingrédients blancs - riz",./corpus/wikipedia/Riz au lait.txt #441
11966,0,riz,lait,3198,est pas un riz au lait comparable au,./corpus/wikipedia/Riz au lait.txt #462
11967,0,Europe,occidental,3199,une vogue en Europe occidentale du XIIIe,./corpus/wikipedia/Riz au lait.txt #496
11968,17,lait,gras,3200,", riz au lait très gras à l'",./corpus/wikipedia/Riz au lait.txt #524
11969,0,huile,amande,8,gras à l'huile d'amande obtenue par,./corpus/wikipedia/Riz au lait.txt #529
11970,5,huile,amande,8,gras à l'huile d'amande obtenue par,./corpus/wikipedia/Riz au lait.txt #529
11971,0,riz,lait,3201,l'origine du riz au lait en Inde,./corpus/wikipedia/Riz au lait.txt #555
11972,0,lait,Inde,3202,du riz au lait en Inde où le,./corpus/wikipedia/Riz au lait.txt #557
11973,777,kheer,sanskrit,52,"Inde où le kheer (sanskrit, ksheera",./corpus/wikipedia/Riz au lait.txt #562
11974,0,riz,lait,3203,Les recettes du riz au lait comme nous,./corpus/wikipedia/Riz au lait.txt #579
11975,23,moyen,âge,3204,cuisine arabe du Moyen Âge. Ibn,./corpus/wikipedia/Riz au lait.txt #594
11976,17,Ibn,Warraq,3205,Moyen Âge. Ibn Sayyar al-Warraq à Bagdad,./corpus/wikipedia/Riz au lait.txt #597
11977,0,riz,lait,3206,les mentions du riz au lait sous la,./corpus/wikipedia/Riz au lait.txt #732
11978,17,forme,actuel,5,lait sous la forme actuelle sont rares,./corpus/wikipedia/Riz au lait.txt #737
11979,0,bouillie,farine,3207,Lombardie où des bouillies à la farine de riz,./corpus/wikipedia/Riz au lait.txt #757
11980,5,bouillie,farine,3207,Lombardie où des bouillies à la farine de riz,./corpus/wikipedia/Riz au lait.txt #757
11981,777,François,Jean,3208,"le médecin de François Ier, Jean Bruyérin-",./corpus/wikipedia/Riz au lait.txt #790
11982,0,riz,lait,3209,donne un véritable riz au lait à vocation,./corpus/wikipedia/Riz au lait.txt #802
11983,0,grand,ville,82,"et dans les grandes villes, certaines",./corpus/wikipedia/Riz au lait.txt #830
11984,23,grand,ville,82,"et dans les grandes villes, certaines",./corpus/wikipedia/Riz au lait.txt #830
11985,0,régime,diète,8,"animaux, les régimes de diète,.",./corpus/wikipedia/Riz au lait.txt #875
11986,5,régime,diète,8,"animaux, les régimes de diète,.",./corpus/wikipedia/Riz au lait.txt #875
11987,35,régime,diète,8,"animaux, les régimes de diète,.",./corpus/wikipedia/Riz au lait.txt #875
11988,84,régime,diète,8,"animaux, les régimes de diète,.",./corpus/wikipedia/Riz au lait.txt #875
11989,666,régime,diète,8,"animaux, les régimes de diète,.",./corpus/wikipedia/Riz au lait.txt #875
11990,0,riz,lait,3210,tout d'un riz au lait moderne avec,./corpus/wikipedia/Riz au lait.txt #895
11991,17,eau,rose,8,", œufs et eau de rose. On",./corpus/wikipedia/Riz au lait.txt #904
11992,777,riz,France,686,"de préparer le riz en France, en",./corpus/wikipedia/Riz au lait.txt #917
11993,0,recette,cuisinier,3211,donne une première recette canonique dans son Cuisinier Impérial:,./corpus/wikipedia/Riz au lait.txt #976
11994,17,sucre,fin,3212,"en pâte, sucre en fin de cuisson",./corpus/wikipedia/Riz au lait.txt #998
11995,0,grain,sel,8,"cuisson, quelques grains de sel. Il",./corpus/wikipedia/Riz au lait.txt #1005
11996,174,grain,sel,8,"cuisson, quelques grains de sel. Il",./corpus/wikipedia/Riz au lait.txt #1005
11997,0,grammaire,langue,3213,dit dans sa grammaire de la langue arabe (,./corpus/wikipedia/Riz au lait.txt #1020
11998,27,grammaire,langue,3213,dit dans sa grammaire de la langue arabe (,./corpus/wikipedia/Riz au lait.txt #1020
11999,129,grammaire,langue,3213,dit dans sa grammaire de la langue arabe (,./corpus/wikipedia/Riz au lait.txt #1020
12000,666,grammaire,langue,3213,dit dans sa grammaire de la langue arabe (,./corpus/wikipedia/Riz au lait.txt #1020
12001,0,langue,arabe,5,grammaire de la langue arabe (1813,./corpus/wikipedia/Riz au lait.txt #1023
12002,8,langue,arabe,5,grammaire de la langue arabe (1813,./corpus/wikipedia/Riz au lait.txt #1023
12003,0,riz,lait,57,"frère, le riz au lait est excellent",./corpus/wikipedia/Riz au lait.txt #1032
12004,17,cuisine,français,5,"
Dans la cuisine française, il",./corpus/wikipedia/Riz au lait.txt #1052
12005,0,riz,lait,57,pour que le riz au lait perde progressivement,./corpus/wikipedia/Riz au lait.txt #1066
12006,0,gâteau,riz,3214,) ou de gâteau de riz au lait,./corpus/wikipedia/Riz au lait.txt #1089
12007,0,gâteau,lait,3215,) ou de gâteau de riz au lait et de,./corpus/wikipedia/Riz au lait.txt #1089
12008,28,gâteau,lait,3215,) ou de gâteau de riz au lait et de,./corpus/wikipedia/Riz au lait.txt #1089
12009,50,gâteau,lait,3215,) ou de gâteau de riz au lait et de,./corpus/wikipedia/Riz au lait.txt #1089
12010,0,riz,lait,1359,Dubois entoure un riz au lait à la,./corpus/wikipedia/Riz au lait.txt #1113
12011,0,maison,rustique,2659,"1869, La Maison rustique des dames",./corpus/wikipedia/Riz au lait.txt #1150
12012,0,café,noir,3216,l'aromatiser au café noir ou au,./corpus/wikipedia/Riz au lait.txt #1171
12013,5,café,noir,3216,l'aromatiser au café noir ou au,./corpus/wikipedia/Riz au lait.txt #1171
12014,8,café,noir,3216,l'aromatiser au café noir ou au,./corpus/wikipedia/Riz au lait.txt #1171
12015,17,café,noir,3216,l'aromatiser au café noir ou au,./corpus/wikipedia/Riz au lait.txt #1171
12016,20,café,noir,3216,l'aromatiser au café noir ou au,./corpus/wikipedia/Riz au lait.txt #1171
12017,28,café,noir,3216,l'aromatiser au café noir ou au,./corpus/wikipedia/Riz au lait.txt #1171
12018,106,café,noir,3216,l'aromatiser au café noir ou au,./corpus/wikipedia/Riz au lait.txt #1171
12019,666,café,noir,3216,l'aromatiser au café noir ou au,./corpus/wikipedia/Riz au lait.txt #1171
12020,0,zeste,citron,8,"de vanille ou zeste de citron, cuisson",./corpus/wikipedia/Riz au lait.txt #1205
12021,10,zeste,citron,8,"de vanille ou zeste de citron, cuisson",./corpus/wikipedia/Riz au lait.txt #1205
12022,20,zeste,citron,8,"de vanille ou zeste de citron, cuisson",./corpus/wikipedia/Riz au lait.txt #1205
12023,666,zeste,citron,8,"de vanille ou zeste de citron, cuisson",./corpus/wikipedia/Riz au lait.txt #1205
12024,0,compote,fruit,8,"servi avec une compote de fruits),",./corpus/wikipedia/Riz au lait.txt #1219
12025,21,compote,fruit,8,"servi avec une compote de fruits),",./corpus/wikipedia/Riz au lait.txt #1219
12026,50,compote,fruit,8,"servi avec une compote de fruits),",./corpus/wikipedia/Riz au lait.txt #1219
12027,666,compote,fruit,8,"servi avec une compote de fruits),",./corpus/wikipedia/Riz au lait.txt #1219
12028,0,jaune,œuf,3217,lait lié au jaune d'œuf (lié,./corpus/wikipedia/Riz au lait.txt #1229
12029,0,jaune,œuf,3218,(lié au jaune d'œuf et à,./corpus/wikipedia/Riz au lait.txt #1235
12030,0,crème,cuisson,3219,"et à la crème après cuisson),",./corpus/wikipedia/Riz au lait.txt #1241
12031,0,fruit,rouge,1528,"kirsch et avec fruits rouges),",./corpus/wikipedia/Riz au lait.txt #1256
12032,17,fruit,rouge,1528,"kirsch et avec fruits rouges),",./corpus/wikipedia/Riz au lait.txt #1256
12033,106,fruit,rouge,1528,"kirsch et avec fruits rouges),",./corpus/wikipedia/Riz au lait.txt #1256
12034,0,compote,pomme,3220,lait sur une compote de pomme avec meringues,./corpus/wikipedia/Riz au lait.txt #1271
12035,17,compote,pomme,3220,lait sur une compote de pomme avec meringues,./corpus/wikipedia/Riz au lait.txt #1271
12036,20,compote,pomme,3220,lait sur une compote de pomme avec meringues,./corpus/wikipedia/Riz au lait.txt #1271
12037,28,compote,pomme,3220,lait sur une compote de pomme avec meringues,./corpus/wikipedia/Riz au lait.txt #1271
12038,42,compote,pomme,3220,lait sur une compote de pomme avec meringues,./corpus/wikipedia/Riz au lait.txt #1271
12039,50,compote,pomme,3220,lait sur une compote de pomme avec meringues,./corpus/wikipedia/Riz au lait.txt #1271
12040,666,compote,pomme,3220,lait sur une compote de pomme avec meringues,./corpus/wikipedia/Riz au lait.txt #1271
12041,0,riz,lait,3221,".
Le riz au lait n'évolue",./corpus/wikipedia/Riz au lait.txt #1284
12042,0,gâteau,riz,8,".
Le gâteau de riz est chez",./corpus/wikipedia/Riz au lait.txt #1350
12043,0,riz,lait,3222,"à partir de riz au lait.
",./corpus/wikipedia/Riz au lait.txt #1363
12044,0,riz,lait,57,"jours, le riz au lait est entré",./corpus/wikipedia/Riz au lait.txt #1373
12045,23,petit,pot,3223,"au lait en petits pots, prêt",./corpus/wikipedia/Riz au lait.txt #1409
12046,0,riz,lait,57,",. Ces riz au lait sont souvent",./corpus/wikipedia/Riz au lait.txt #1431
12047,0,raisin,sec,3224,avec cannelle et raisin sec chez Uncle,./corpus/wikipedia/Riz au lait.txt #1467
12048,17,raisin,sec,3224,avec cannelle et raisin sec chez Uncle,./corpus/wikipedia/Riz au lait.txt #1467
12049,666,raisin,sec,3224,avec cannelle et raisin sec chez Uncle,./corpus/wikipedia/Riz au lait.txt #1467
12050,0,riz,rond,5,On utilise un riz rond ou demi,./corpus/wikipedia/Riz au lait.txt #1521
12051,8,riz,rond,5,On utilise un riz rond ou demi,./corpus/wikipedia/Riz au lait.txt #1521
12052,17,riz,rond,5,On utilise un riz rond ou demi,./corpus/wikipedia/Riz au lait.txt #1521
12053,0,riz,long,3225,On utilise un riz rond ou demi long. Les,./corpus/wikipedia/Riz au lait.txt #1521
12054,8,riz,long,3225,On utilise un riz rond ou demi long. Les,./corpus/wikipedia/Riz au lait.txt #1521
12055,17,riz,long,3225,On utilise un riz rond ou demi long. Les,./corpus/wikipedia/Riz au lait.txt #1521
12056,19,tapioka,tapioka,3226,aussi avec du tapioka (le tapioka au lait,./corpus/wikipedia/Riz au lait.txt #1551
12057,0,tapioka,lait,3227,tapioka (le tapioka au lait se cuit,./corpus/wikipedia/Riz au lait.txt #1554
12058,0,riz,lait,57,"longtemps que le riz au lait),",./corpus/wikipedia/Riz au lait.txt #1563
12059,0,riz,lait,3228,",. Le riz au lait thaï se",./corpus/wikipedia/Riz au lait.txt #1570
12060,777,riz,jasmin,3229,se fait au riz au jasmin. En,./corpus/wikipedia/Riz au lait.txt #1577
12061,0,lait,vache,3230,"En dehors du lait de vache, on",./corpus/wikipedia/Riz au lait.txt #1615
12062,8,lait,vache,3230,"En dehors du lait de vache, on",./corpus/wikipedia/Riz au lait.txt #1615
12063,10,lait,vache,3230,"En dehors du lait de vache, on",./corpus/wikipedia/Riz au lait.txt #1615
12064,15,lait,vache,3230,"En dehors du lait de vache, on",./corpus/wikipedia/Riz au lait.txt #1615
12065,22,lait,vache,3230,"En dehors du lait de vache, on",./corpus/wikipedia/Riz au lait.txt #1615
12066,27,lait,vache,3230,"En dehors du lait de vache, on",./corpus/wikipedia/Riz au lait.txt #1615
12067,54,lait,vache,3230,"En dehors du lait de vache, on",./corpus/wikipedia/Riz au lait.txt #1615
12068,129,lait,vache,3230,"En dehors du lait de vache, on",./corpus/wikipedia/Riz au lait.txt #1615
12069,666,lait,vache,3230,"En dehors du lait de vache, on",./corpus/wikipedia/Riz au lait.txt #1615
12070,0,lait,chèvre,3231,on utilise de lait de chèvre (Italie,./corpus/wikipedia/Riz au lait.txt #1622
12071,8,lait,chèvre,3231,on utilise de lait de chèvre (Italie,./corpus/wikipedia/Riz au lait.txt #1622
12072,27,lait,chèvre,3231,on utilise de lait de chèvre (Italie,./corpus/wikipedia/Riz au lait.txt #1622
12073,51,lait,chèvre,3231,on utilise de lait de chèvre (Italie,./corpus/wikipedia/Riz au lait.txt #1622
12074,54,lait,chèvre,3231,on utilise de lait de chèvre (Italie,./corpus/wikipedia/Riz au lait.txt #1622
12075,54,lait,yack,54,"), du lait de yack, lait",./corpus/wikipedia/Riz au lait.txt #1638
12076,53,yack,lait,3232,"du lait de yack, lait de buffle",./corpus/wikipedia/Riz au lait.txt #1640
12077,666,yack,lait,3232,"du lait de yack, lait de buffle",./corpus/wikipedia/Riz au lait.txt #1640
12078,777,yack,lait,3232,"du lait de yack, lait de buffle",./corpus/wikipedia/Riz au lait.txt #1640
12079,0,lait,buffle,3233,"de yack, lait de buffle tibok-",./corpus/wikipedia/Riz au lait.txt #1642
12080,777,lait,buffle,3233,"de yack, lait de buffle tibok-",./corpus/wikipedia/Riz au lait.txt #1642
12081,0,lait,entier,5,amateurs préfèrent le lait entier. Le,./corpus/wikipedia/Riz au lait.txt #1657
12082,8,lait,entier,5,amateurs préfèrent le lait entier. Le,./corpus/wikipedia/Riz au lait.txt #1657
12083,17,lait,entier,5,amateurs préfèrent le lait entier. Le,./corpus/wikipedia/Riz au lait.txt #1657
12084,0,lait,concentré,3234,entier. Le lait concentré sucré se,./corpus/wikipedia/Riz au lait.txt #1661
12085,0,lait,végétal,434,recettes. Les laits végétaux se substituent,./corpus/wikipedia/Riz au lait.txt #1671
12086,666,lait,végétal,434,recettes. Les laits végétaux se substituent,./corpus/wikipedia/Riz au lait.txt #1671
12087,0,lait,animal,3235,se substituent aux laits animaux: lait,./corpus/wikipedia/Riz au lait.txt #1676
12088,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12089,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12090,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12091,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12092,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12093,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12094,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12095,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12096,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12097,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12098,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12099,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12100,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12101,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12102,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12103,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12104,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12105,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12106,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12107,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12108,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12109,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12110,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12111,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12112,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12113,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12114,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12115,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12116,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12117,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12118,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12119,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12120,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12121,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12122,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12123,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12124,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12125,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12126,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12127,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12128,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12129,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12130,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12131,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12132,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12133,3,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12134,19,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12135,27,lait,lait,3236,se substituent aux laits animaux: lait de coco,./corpus/wikipedia/Riz au lait.txt #1676
12136,0,riz,lait,3237,",... Le riz au lait d'amandes",./corpus/wikipedia/Riz au lait.txt #1691
12137,0,lait,vache,3238,"mélangées dans du lait de vache, le",./corpus/wikipedia/Riz au lait.txt #1704
12138,8,lait,vache,3238,"mélangées dans du lait de vache, le",./corpus/wikipedia/Riz au lait.txt #1704
12139,10,lait,vache,3238,"mélangées dans du lait de vache, le",./corpus/wikipedia/Riz au lait.txt #1704
12140,15,lait,vache,3238,"mélangées dans du lait de vache, le",./corpus/wikipedia/Riz au lait.txt #1704
12141,22,lait,vache,3238,"mélangées dans du lait de vache, le",./corpus/wikipedia/Riz au lait.txt #1704
12142,27,lait,vache,3238,"mélangées dans du lait de vache, le",./corpus/wikipedia/Riz au lait.txt #1704
12143,54,lait,vache,3238,"mélangées dans du lait de vache, le",./corpus/wikipedia/Riz au lait.txt #1704
12144,129,lait,vache,3238,"mélangées dans du lait de vache, le",./corpus/wikipedia/Riz au lait.txt #1704
12145,666,lait,vache,3238,"mélangées dans du lait de vache, le",./corpus/wikipedia/Riz au lait.txt #1704
12146,17,utilisation,lait,8,".
L'utilisation de lait fermenté se",./corpus/wikipedia/Riz au lait.txt #1721
12147,0,riz,lait,57,"Russie, le riz au lait fermenté est",./corpus/wikipedia/Riz au lait.txt #1737
12148,666,zest,citron,1486,"moelleux.
Zeste de citron, d'",./corpus/wikipedia/Riz au lait.txt #1780
12149,0,fruit,sec,5,"grenade...
Fruits secs (raisin",./corpus/wikipedia/Riz au lait.txt #1848
12150,17,fruit,sec,5,"grenade...
Fruits secs (raisin",./corpus/wikipedia/Riz au lait.txt #1848
12151,0,fruit,raisin,3239,"grenade...
Fruits secs (raisin sec,",./corpus/wikipedia/Riz au lait.txt #1848
12152,8,fruit,raisin,3239,"grenade...
Fruits secs (raisin sec,",./corpus/wikipedia/Riz au lait.txt #1848
12153,9,fruit,raisin,3239,"grenade...
Fruits secs (raisin sec,",./corpus/wikipedia/Riz au lait.txt #1848
12154,20,fruit,raisin,3239,"grenade...
Fruits secs (raisin sec,",./corpus/wikipedia/Riz au lait.txt #1848
12155,27,fruit,raisin,3239,"grenade...
Fruits secs (raisin sec,",./corpus/wikipedia/Riz au lait.txt #1848
12156,666,fruit,raisin,3239,"grenade...
Fruits secs (raisin sec,",./corpus/wikipedia/Riz au lait.txt #1848
12157,0,raisin,sec,5,"Fruits secs (raisin sec, datte",./corpus/wikipedia/Riz au lait.txt #1851
12158,17,raisin,sec,5,"Fruits secs (raisin sec, datte",./corpus/wikipedia/Riz au lait.txt #1851
12159,666,raisin,sec,5,"Fruits secs (raisin sec, datte",./corpus/wikipedia/Riz au lait.txt #1851
12160,0,riz,lait,3240,dans tous les riz au lait de Carême,./corpus/wikipedia/Riz au lait.txt #1864
12161,19,noix,noix,52,"Carême) et noix (noix, noix",./corpus/wikipedia/Riz au lait.txt #1871
12162,170,noix,noix,52,"Carême) et noix (noix, noix",./corpus/wikipedia/Riz au lait.txt #1871
12163,19,noix,noix,3241,"et noix (noix, noix de coco",./corpus/wikipedia/Riz au lait.txt #1873
12164,170,noix,noix,3241,"et noix (noix, noix de coco",./corpus/wikipedia/Riz au lait.txt #1873
12165,0,fruit,pêche,3242,"figue), fruits frais (pêche, pomme",./corpus/wikipedia/Riz au lait.txt #1886
12166,8,fruit,pêche,3242,"figue), fruits frais (pêche, pomme",./corpus/wikipedia/Riz au lait.txt #1886
12167,9,fruit,pêche,3242,"figue), fruits frais (pêche, pomme",./corpus/wikipedia/Riz au lait.txt #1886
12168,27,fruit,pêche,3242,"figue), fruits frais (pêche, pomme",./corpus/wikipedia/Riz au lait.txt #1886
12169,777,nappage,sirop,3243,et pour le nappage sirop d'érable,./corpus/wikipedia/Riz au lait.txt #1915
12170,0,sirop,fruit,8,", gelée et sirop de fruits,.",./corpus/wikipedia/Riz au lait.txt #1930
12171,9,sirop,fruit,8,", gelée et sirop de fruits,.",./corpus/wikipedia/Riz au lait.txt #1930
12172,0,eau,bouillant,3244,"blanchi à l'eau bouillante salée,",./corpus/wikipedia/Riz au lait.txt #1982
12173,27,eau,bouillant,3244,"blanchi à l'eau bouillante salée,",./corpus/wikipedia/Riz au lait.txt #1982
12174,26,eau,saler,3245,"blanchi à l'eau bouillante salée, opération",./corpus/wikipedia/Riz au lait.txt #1982
12175,0,zeste,agrume,3246,"avec vanille, zeste d'agrumes etc. et",./corpus/wikipedia/Riz au lait.txt #2010
12176,3,zeste,agrume,3246,"avec vanille, zeste d'agrumes etc. et",./corpus/wikipedia/Riz au lait.txt #2010
12177,35,zeste,agrume,3246,"avec vanille, zeste d'agrumes etc. et",./corpus/wikipedia/Riz au lait.txt #2010
12178,17,lait,froid,83,", parfois du lait froid, du",./corpus/wikipedia/Riz au lait.txt #2023
12179,106,lait,jaune,3247,", parfois du lait froid, du jaune d'œuf",./corpus/wikipedia/Riz au lait.txt #2023
12180,0,jaune,œuf,54,"froid, du jaune d'œuf, de",./corpus/wikipedia/Riz au lait.txt #2027
12181,0,cuisson,feu,3248,en fin de cuisson hors du feu. Le,./corpus/wikipedia/Riz au lait.txt #2039
12182,5,cuisson,feu,3248,en fin de cuisson hors du feu. Le,./corpus/wikipedia/Riz au lait.txt #2039
12183,42,cuisson,feu,3248,en fin de cuisson hors du feu. Le,./corpus/wikipedia/Riz au lait.txt #2039
12184,129,cuisson,feu,3248,en fin de cuisson hors du feu. Le,./corpus/wikipedia/Riz au lait.txt #2039
12185,0,riz,lait,3227,feu. Le riz au lait se sert,./corpus/wikipedia/Riz au lait.txt #2045
12186,0,riz,lait,57,".
Le riz au lait connait une",./corpus/wikipedia/Riz au lait.txt #2056
12187,23,riche,diversité,82,"lait connait une riche diversité, cet",./corpus/wikipedia/Riz au lait.txt #2061
12188,0,Sénégal,Mali,231,"Le sombi (Sénégal, Mali, etc.",./corpus/wikipedia/Riz au lait.txt #2125
12189,777,Sénégal,Mali,231,"Le sombi (Sénégal, Mali, etc.",./corpus/wikipedia/Riz au lait.txt #2125
12190,0,riz,lait,3249,) est un riz au lait crémeux préparé,./corpus/wikipedia/Riz au lait.txt #2133
12191,0,lait,crémeux,3250,un riz au lait crémeux préparé en,./corpus/wikipedia/Riz au lait.txt #2135
12192,17,lait,crémeux,3250,un riz au lait crémeux préparé en,./corpus/wikipedia/Riz au lait.txt #2135
12193,27,lait,crémeux,3250,un riz au lait crémeux préparé en,./corpus/wikipedia/Riz au lait.txt #2135
12194,0,fromage,blanc,70,"yaourt ou du fromage blanc, dans",./corpus/wikipedia/Riz au lait.txt #2156
12195,17,fromage,blanc,70,"yaourt ou du fromage blanc, dans",./corpus/wikipedia/Riz au lait.txt #2156
12196,106,fromage,blanc,70,"yaourt ou du fromage blanc, dans",./corpus/wikipedia/Riz au lait.txt #2156
12197,666,fromage,blanc,70,"yaourt ou du fromage blanc, dans",./corpus/wikipedia/Riz au lait.txt #2156
12198,0,lait,sucrer,3251,certaines versions du lait condensé non sucré et du,./corpus/wikipedia/Riz au lait.txt #2163
12199,0,sucre,vanillé,70,"sucré et du sucre vanillé,.",./corpus/wikipedia/Riz au lait.txt #2169
12200,8,sucre,vanillé,70,"sucré et du sucre vanillé,.",./corpus/wikipedia/Riz au lait.txt #2169
12201,0,lait,sucrer,3252,(riz au lait sucré à la,./corpus/wikipedia/Riz au lait.txt #2181
12202,0,pain,sucre,3253,"de vezou, pain de sucre de canne",./corpus/wikipedia/Riz au lait.txt #2191
12203,0,sucre,canne,3254,", pain de sucre de canne et des",./corpus/wikipedia/Riz au lait.txt #2193
12204,15,sucre,canne,3254,", pain de sucre de canne et des",./corpus/wikipedia/Riz au lait.txt #2193
12205,666,sucre,canne,3254,", pain de sucre de canne et des",./corpus/wikipedia/Riz au lait.txt #2193
12206,0,riz,lait,3255,"), le riz au lait y est",./corpus/wikipedia/Riz au lait.txt #2202
12207,777,bouillie,maïs,3256,"mazamorra morada (bouillie de maïs violet,",./corpus/wikipedia/Riz au lait.txt #2214
12208,0,sucre,canne,3257,"Bengale, au sucre brut de canne et de",./corpus/wikipedia/Riz au lait.txt #2250
12209,15,sucre,canne,3257,"Bengale, au sucre brut de canne et de",./corpus/wikipedia/Riz au lait.txt #2250
12210,666,sucre,canne,3257,"Bengale, au sucre brut de canne et de",./corpus/wikipedia/Riz au lait.txt #2250
12211,0,noix,cajou,8,"coco râpée, noix de cajou: kheer",./corpus/wikipedia/Riz au lait.txt #2305
12212,8,fête,Pongal,3258,", lors de fêtes du Pongal, le",./corpus/wikipedia/Riz au lait.txt #2354
12213,0,noix,cajou,3259,"lait, avec noix de cajou, curcuma",./corpus/wikipedia/Riz au lait.txt #2386
12214,0,verre,lait,8,"cardamome, un verre de lait et du",./corpus/wikipedia/Riz au lait.txt #2401
12215,28,verre,lait,8,"cardamome, un verre de lait et du",./corpus/wikipedia/Riz au lait.txt #2401
12216,174,verre,lait,8,"cardamome, un verre de lait et du",./corpus/wikipedia/Riz au lait.txt #2401
